language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.53  T=0.5 s (360.0 files/s, 87896.0 lines/s)"
Python,RDFDatabank/rdfdatabank/tests/TestSubmission_submitter.py,316,876,7155
Python,RDFDatabank/rdfdatabank/tests/TestSubmission.py,86,559,3873
Python,RDFDatabank/sss/sss-1.0.py,574,1013,1890
CSS,RDFDatabank/rdfdatabank/public/static/styles/basic.css,367,79,1126
Python,RDFDatabank/rdfdatabank/controllers/datasets.py,80,108,901
Python,RDFDatabank/sss/repository.py,230,355,706
Python,RDFDatabank/sss/core.py,162,275,680
Python,RDFDatabank/sss/pylons_sword_controller.py,181,298,562
Python,RecordSilo/recordsilo/records.py,74,16,539
Python,RDFDatabank/sss/webpy.py,174,321,520
Python,RDFDatabank/sss/negotiator.py,161,309,488
HTML,RDFDatabank/rdfdatabank/templates/datasets_api.html,4,6,483
HTML,RDFDatabank/rdfdatabank/templates/admin_api.html,4,6,478
Python,RDFDatabank/rdfdatabank/controllers/users.py,39,46,453
CSS,RDFDatabank/rdfdatabank/public/static/style.css,85,10,429
Python,RDFDatabank/rdfdatabank/controllers/search.py,81,43,398
HTML,RDFDatabank/rdfdatabank/templates/search_response_options.html,13,0,396
Python,RDFDatabank/rdfdatabank/lib/utils.py,36,65,386
Python,RDFDatabank/rdfdatabank/controllers/items.py,60,69,379
Python,RDFDatabank/rdfdatabank/lib/sword_server.py,145,294,354
Python,RDFDatabank/rdfdatabank/lib/auth_entry.py,46,67,324
Python,RDFDatabank/rdfdatabank/controllers/admin.py,26,59,315
Python,RDFDatabank/sss/sss_client_tools.py,91,42,303
Python,RDFDatabank/rdfdatabank/tests/testlib/SparqlQueryTestCase.py,47,91,267
Python,RDFDatabank/rdfdatabank/controllers/doi.py,27,55,249
Python,RDFDatabank/rdfdatabank/tests/TestSubmission_load.py,30,79,240
HTML,RDFDatabank/rdfdatabank/templates/rdf_manifest.html,1,20,225
Python,RDFDatabank/rdfdatabank/lib/conneg.py,35,44,210
Python,RDFDatabank/rdfdatabank/lib/search_term.py,9,20,201
Python,RDFDatabank/sss/spec.py,36,19,197
HTML,RDFDatabank/rdfdatabank/templates/search_response_display.html,11,0,184
Bourne Shell,RDFDatabank/debian/postinst,17,27,178
Python,RDFDatabank/ez_setup.py,66,41,169
Python,RecordSilo/ez_setup.py,26,41,169
Python,RDFDatabank/rdfdatabank/lib/file_unpack.py,43,129,166
HTML,RDFDatabank/rdfdatabank/templates/datasetview.html,13,41,158
Python,RecordSilo/recordsilo/silo.py,41,5,149
Python,RDFDatabank/sss/ingesters_disseminators.py,50,49,148
HTML,RDFDatabank/rdfdatabank/templates/list_of_datasets.html,6,0,145
Python,RDFDatabank/rdfdatabank/tests/TestAdmin.py,27,66,141
Python,RDFDatabank/message_workers/solr_worker.py,20,27,139
HTML,RDFDatabank/rdfdatabank/templates/items_api.html,2,24,134
Python,RecordSilo/recordsilo/manifesthelper.py,33,2,131
Python,RDFDatabank/rdfdatabank/lib/HTTP_request.py,20,45,123
HTML,RDFDatabank/rdfdatabank/templates/base.html,56,23,119
HTML,RDFDatabank/rdfdatabank/templates/states_api.html,3,5,118
Python,RDFDatabank/rdfdatabank/lib/doi_helper.py,10,20,113
Python,RDFDatabank/rdfdatabank/controllers/silos.py,15,27,110
Python,RDFDatabank/sss/config.py,54,154,106
Python,RDFDatabank/message_workers/solrFields.py,5,21,101
Python,RDFDatabank/rdfdatabank/controllers/states.py,26,43,98
HTML,RDFDatabank/rdfdatabank/templates/search.html,16,45,98
HTML,RDFDatabank/rdfdatabank/templates/search_advanced.html,14,45,94
Python,RDFDatabank/rdfdatabank/lib/app_globals.py,30,30,82
CSS,RDFDatabank/rdfdatabank/public/static/styles/reset.css,47,24,82
CSS,RDFDatabank/rdfdatabank/public/static/styles/squirrelMonkey.css,58,4,82
Python,RDFDatabank/rdfdatabank/lib/htpasswd.py,26,50,79
Python,RDFDatabank/sss/webui.py,23,7,79
Python,RDFDatabank/message_workers/redisqueue.py,19,38,79
HTML,RDFDatabank/rdfdatabank/templates/itemview.html,9,31,78
Python,RecordSilo/recordsilo/urihelper.py,13,13,76
Python,RDFDatabank/rdfdatabank/lib/broadcast.py,16,20,76
HTML,RDFDatabank/rdfdatabank/templates/silo_user.html,12,9,75
Python,RDFDatabank/rdfdatabank/lib/doi_schema.py,9,34,74
HTML,RDFDatabank/rdfdatabank/templates/alter_silo.html,0,0,72
Python,RecordSilo/recordsilo/persiststate.py,13,4,70
Python,RDFDatabank/rdfdatabank/controllers/error.py,15,38,69
Python,RDFDatabank/rdfdatabank/model/auth.py,48,60,68
Python,RDFDatabank/rdfdatabank/lib/short_pid.py,11,9,66
HTML,RDFDatabank/rdfdatabank/templates/admin_user.html,9,9,64
HTML,RDFDatabank/rdfdatabank/templates/users.html,7,9,63
Python,RDFDatabank/rdfdatabank/lib/data_sync.py,13,29,59
HTML,RDFDatabank/rdfdatabank/templates/silo_metadata.html,0,0,57
HTML,RDFDatabank/rdfdatabank/templates/silos_api.html,1,3,57
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode10.xml,1,0,57
HTML,RDFDatabank/rdfdatabank/templates/silo_users.html,7,9,55
Python,RDFDatabank/rdfdatabank/tools/indexingItemsinDatabank.py,17,41,54
Python,RDFDatabank/rdfdatabank/controllers/account.py,8,37,54
HTML,RDFDatabank/rdfdatabank/templates/admin_silos.html,6,9,53
HTML,RDFDatabank/rdfdatabank/templates/admin_siloview.html,7,9,52
HTML,RDFDatabank/rdfdatabank/templates/login.html,3,0,50
Python,RDFDatabank/rdfdatabank/tests/testlib/TestUtils.py,9,67,49
XML,RDFDatabank/rdfdatabank/tests/testdata/ww1-2862-manifest.xml,0,0,49
Python,RDFDatabank/setup_db.py,10,3,48
Python,RDFDatabank/message_workers/broker.py,11,27,48
Python,RDFDatabank/rdfdatabank/config/routing.py,21,32,46
HTML,RDFDatabank/rdfdatabank/templates/embargo_form.html,1,0,45
XML,RDFDatabank/rdfdatabank/tests/testdata/ww1-860b-manifest.xml,0,0,45
HTML,RDFDatabank/rdfdatabank/templates/search_form.html,0,0,44
HTML,RDFDatabank/rdfdatabank/templates/part_list.html,2,0,43
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode04.xml,0,0,39
HTML,RDFDatabank/rdfdatabank/templates/home.html,7,0,39
HTML,RDFDatabank/rdfdatabank/templates/doiview.html,5,0,38
CSS,RDFDatabank/rdfdatabank/public/static/styles/marmoset.css,41,15,32
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode08.xml,0,0,32
Python,RecordSilo/recordsilo/rdfmanifest.py,12,2,31
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode05.xml,0,0,31
HTML,RDFDatabank/rdfdatabank/templates/part_list_display.html,1,0,31
HTML,RDFDatabank/rdfdatabank/templates/update_user_role.html,0,0,30
HTML,RDFDatabank/rdfdatabank/templates/list_of_silos.html,0,0,30
Python,RDFDatabank/add_user.py,4,3,30
Python,RDFDatabank/rdfdatabank/websetup.py,27,133,30
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode06.xml,0,0,29
Python,RDFDatabank/rdfdatabank/tools/broadcastDatasets.py,9,20,29
Python,RDFDatabank/rdfdatabank/config/middleware.py,22,59,29
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode07.xml,0,0,29
Python,RDFDatabank/rdfdatabank/config/environment.py,14,29,29
HTML,RDFDatabank/rdfdatabank/templates/update_user.html,5,0,29
Python,RDFDatabank/rdfdatabank/tests/RDFDatabankConfig-Jenkins.py,15,40,27
Python,RDFDatabank/rdfdatabank/tests/RDFDatabankConfig.py,14,37,27
Python,RDFDatabank/rdfdatabank/lib/reqclassifier.py,9,31,26
Python,RDFDatabank/rdfdatabank/tools/populateTable.py,6,0,26
HTML,RDFDatabank/rdfdatabank/templates/create_new_silo.html,0,0,25
HTML,RDFDatabank/rdfdatabank/templates/siloview.html,0,0,24
Python,RDFDatabank/rdfdatabank/tools/renamingSymLinks.py,15,41,24
HTML,RDFDatabank/rdfdatabank/templates/add_users_to_silo.html,0,0,23
HTML,RDFDatabank/rdfdatabank/templates/list_of_zipfiles.html,0,0,23
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode02.xml,0,0,22
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode01.xml,0,0,22
Python,RDFDatabank/setup.py,2,12,22
HTML,RDFDatabank/rdfdatabank/templates/files_unpack.html,0,0,21
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode09.xml,0,0,21
HTML,RDFDatabank/rdfdatabank/templates/admin_users.html,0,0,20
Python,RDFDatabank/rdfdatabank/lib/helpers.py,8,27,19
Python,RDFDatabank/rdfdatabank/config/namespaces.py,4,0,19
Python,RDFDatabank/rdfdatabank/tests/pylons_init.py,9,8,19
HTML,RDFDatabank/rdfdatabank/templates/zipfileview.html,0,0,19
Bourne Shell,RDFDatabank/debian/config,11,14,18
XML,RDFDatabank/rdfdatabank/tests/testdata/unicodedata/unicode03.xml,0,0,18
HTML,RDFDatabank/rdfdatabank/templates/silo_admin.html,0,0,17
Bourne Again Shell,RDFDatabank/debian/postrm,4,1,17
HTML,RDFDatabank/rdfdatabank/templates/raw_search.html,0,0,16
HTML,RDFDatabank/rdfdatabank/templates/error.html,0,0,15
Python,RDFDatabank/rdfdatabank/lib/auth.py,13,54,14
HTML,RDFDatabank/rdfdatabank/templates/api.html,1,0,14
Python,RDFDatabank/rdfdatabank/controllers/api.py,7,20,13
HTML,RDFDatabank/rdfdatabank/templates/logout.html,1,0,13
Python,RecordSilo/setup.py,1,3,12
HTML,RDFDatabank/rdfdatabank/templates/rdf_manifest_form.html,0,0,12
HTML,RDFDatabank/rdfdatabank/templates/about.html,3,0,12
Python,RDFDatabank/sss/sss_logging.py,12,18,12
Python,RDFDatabank/rdfdatabank/config/users-default.py,4,20,11
HTML,RDFDatabank/rdfdatabank/templates/footer.html,0,0,11
HTML,RDFDatabank/rdfdatabank/templates/item_file_upload.html,0,0,10
HTML,RDFDatabank/rdfdatabank/templates/register_new_user.html,0,0,10
HTML,RDFDatabank/rdfdatabank/templates/header.html,1,0,10
Python,RDFDatabank/message_workers/LogConfigParser.py,6,21,10
HTML,RDFDatabank/rdfdatabank/templates/file_upload.html,0,0,10
HTML,RDFDatabank/rdfdatabank/templates/zipfilesubitemview.html,0,0,9
Python,RDFDatabank/rdfdatabank/lib/base.py,7,27,9
Bourne Shell,RDFDatabank/rdfdatabank/tests/testdata/ziptestdir.sh,2,3,9
CSS,RDFDatabank/rdfdatabank/public/static/styles/chimpanzee.css,29,14,9
Python,RDFDatabank/rdfdatabank/model/__init__.py,4,9,8
Python,RDFDatabank/rdfdatabank/model/meta.py,6,5,8
Python,RDFDatabank/sss/__init__.py,2,0,7
CSS,RDFDatabank/rdfdatabank/public/static/styles/silverback.css,25,14,7
HTML,RDFDatabank/rdfdatabank/templates/create_new_item.html,0,0,7
Python,RDFDatabank/rdfdatabank/lib/ident_md.py,6,20,7
make,RecordSilo/debian/rules,6,15,7
Bourne Again Shell,RDFDatabank/debian/preinst,2,2,6
HTML,RDFDatabank/rdfdatabank/templates/keywords.html,1,0,6
HTML,RDFDatabank/rdfdatabank/templates/searching.html,1,0,6
CSS,RDFDatabank/rdfdatabank/public/static/styles/ie.css,21,14,6
HTML,RDFDatabank/rdfdatabank/templates/readme_section.html,0,0,6
Python,RDFDatabank/rdfdatabank/controllers/about.py,6,20,5
Python,RDFDatabank/rdfdatabank/controllers/keywords.py,6,20,5
Bourne Shell,RDFDatabank/debian/prerm,4,1,5
Python,RDFDatabank/rdfdatabank/controllers/searching.py,6,20,5
Python,RDFDatabank/rdfdatabank/controllers/home.py,6,20,5
CSS,RDFDatabank/rdfdatabank/public/static/styles/print.css,21,14,4
Python,RecordSilo/recordsilo/__init__.py,0,0,4
HTML,RDFDatabank/rdfdatabank/templates/create_doi.html,0,0,4
Python,RDFDatabank/rdfdatabank/config/users.py,4,20,3
make,RDFDatabank/debian/rules,2,8,3
Python,RDFDatabank/sss/info.py,0,0,3
Javascript,RDFDatabank/rdfdatabank/public/static/jquery.js,0,17,2
Python,RDFDatabank/rdfdatabank/controllers/sword.py,0,0,2
HTML,RDFDatabank/rdfdatabank/templates/atom_results.html,0,0,2
C,RDFDatabank/rdfdatabank/tests/testdata/testdir2/directory1/file1.c,0,0,1
Javascript,RDFDatabank/rdfdatabank/public/static/js/html5.js,0,4,0
files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.53  T=0.5 s (360.0 files/s, 87896.0 lines/s)"
90,Python,3760,7071,25159
58,HTML,233,303,3982
9,CSS,694,188,1777
12,XML,1,0,394
4,Bourne Shell,34,45,210
2,Bourne Again Shell,6,3,23
2,make,8,23,10
2,Javascript,0,21,2
1,C,0,0,1
